,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
Pontus Jansson,CB,83.33333333,89.77272727,36.36363636,50,25,65,59,79,75,79,72,74,28,76,52,69,29,59,59,55,69,65,90,34,55,55,70,68,29,50,49,40,39,41,6,9,14,5,7
Andre Gray,ST,45.23809524,77.27272727,31.81818182,50,50,69,70,20,17,13,61,74,79,24,67,69,59,66,51,91,91,79,79,76,72,70,65,80,77,65,48,39,74,68,9,11,11,16,14
Roger,CDM,54.76190476,86.36363636,59.09090909,50,50,66,57,78,75,78,80,76,50,81,63,73,46,73,72,55,55,78,83,68,62,85,75,68,42,57,58,56,57,49,14,9,13,12,14
Francesco Bardi,GK,64.28571429,79.54545455,31.81818182,0,0,12,13,12,10,11,21,74,11,10,34,22,18,31,31,51,46,29,54,33,54,76,11,23,10,18,14,19,21,17,70,79,62,77,77
Diafra Sakho,ST,54.76190476,78.40909091,40.90909091,50,50,75,72,24,22,23,67,74,80,37,56,69,58,62,52,78,79,70,79,62,73,80,77,72,78,64,53,62,73,70,13,12,9,10,16
Pape Souarí©,LB,40.47619048,65.90909091,36.36363636,25,25,72,74,73,79,74,79,73,73,67,64,65,77,72,70,83,79,75,73,74,78,89,74,65,43,54,75,69,49,43,16,8,14,8,10
Manuel Schmiedebach,CDM,23.80952381,68.18181818,45.45454545,75,50,76,75,75,70,76,78,75,64,76,70,71,67,76,73,75,69,88,65,86,79,87,54,68,31,57,58,51,49,48,15,15,9,11,12
Iago Herrerí_n,GK,61.9047619,89.77272727,50,50,0,12,19,15,12,16,37,68,16,23,40,15,14,16,29,45,34,42,80,55,54,62,14,22,23,16,15,12,25,15,73,76,66,86,71
Maxime Le Marchand,CB,57.14285714,76.13636364,40.90909091,25,25,68,62,75,75,76,79,73,27,77,67,67,54,77,78,76,78,80,78,64,68,77,69,56,32,33,42,40,42,38,7,13,15,13,15
Sebastian Jung,RB,42.85714286,70.45454545,36.36363636,75,25,76,73,77,74,74,76,76,53,75,64,74,81,77,74,75,75,72,66,75,68,74,60,72,42,54,70,45,44,44,8,11,8,10,12
Maxime Lestienne,LW,35.71428571,60.22727273,27.27272727,75,50,75,81,29,34,27,71,71,72,35,72,75,70,75,71,85,84,91,47,85,84,73,47,71,73,70,72,69,69,69,11,9,12,15,7
Javier Aquino,LM,16.66666667,59.09090909,40.90909091,75,75,74,80,22,36,40,59,65,75,34,70,75,73,74,64,92,91,75,33,92,91,76,47,74,62,64,72,63,67,51,9,16,7,15,7
Georgiy Schennikov,LB,45.23809524,73.86363636,31.81818182,50,25,72,68,74,76,73,74,70,55,74,63,65,72,71,68,84,79,83,63,72,79,72,66,49,50,51,67,62,59,43,8,16,14,16,15
Peter Pekarí_k,RB,35.71428571,68.18181818,54.54545455,50,25,76,73,79,81,78,66,76,54,69,49,73,74,75,64,76,74,78,66,77,74,64,42,56,29,37,67,39,52,35,9,12,15,12,10
Xandí£o,CB,78.57142857,84.09090909,50,25,25,61,56,73,72,75,75,71,43,80,48,68,40,65,59,46,55,61,90,36,49,66,74,64,35,39,42,43,41,38,16,14,13,12,9
Dominic Maroh,CB,59.52380952,85.22727273,54.54545455,25,25,60,38,78,82,80,78,73,32,72,53,60,47,63,49,54,53,64,79,56,58,76,75,63,30,27,36,22,42,42,7,9,6,9,11
Lí©onard Kweuke,ST,64.28571429,95.45454545,50,50,50,73,70,25,26,24,62,72,77,30,60,66,44,61,53,74,75,73,91,31,60,34,77,77,79,72,66,53,78,65,7,9,12,12,9
Matí_as Caruzzo,CB,57.14285714,79.54545455,63.63636364,50,25,61,22,82,70,74,81,78,33,78,59,69,46,61,58,53,54,78,80,57,70,72,71,25,36,25,55,64,57,21,6,9,9,13,6
Christian Kabasele,CB,61.9047619,84.09090909,36.36363636,50,25,64,59,74,81,76,77,71,63,74,36,64,47,60,57,77,78,82,83,64,63,81,76,57,53,44,34,27,53,52,14,14,6,11,16
ÅÅukasz Skorupski,GK,61.9047619,84.09090909,31.81818182,25,0,22,18,10,12,12,33,68,13,17,32,58,19,29,26,51,51,31,58,38,48,58,10,23,11,15,12,19,22,17,75,80,54,75,80
Aaron Cresswell,LB,21.42857143,63.63636364,40.90909091,50,25,75,76,76,78,75,68,68,60,71,68,72,80,72,68,78,78,83,57,90,78,85,58,71,53,62,75,69,59,45,9,14,9,7,12
Alex McCarthy,GK,76.19047619,78.40909091,40.90909091,25,0,17,17,13,12,13,35,69,16,22,50,63,11,33,35,58,56,35,63,43,35,68,16,20,17,14,15,18,41,12,74,78,61,73,81
Bruno Fornaroli,ST,30.95238095,65.90909091,50,75,75,77,73,29,37,40,65,76,80,36,72,80,56,61,49,79,77,73,76,80,79,72,66,72,80,63,73,72,74,71,15,16,15,16,8
Jonathan Kodjia,ST,66.66666667,76.13636364,40.90909091,50,75,72,77,17,19,20,59,68,81,22,55,65,49,64,43,84,83,76,78,68,84,83,74,74,76,66,56,56,71,62,9,8,16,14,13
Miguel Angel Britos,CB,64.28571429,81.81818182,59.09090909,50,25,58,47,77,77,80,76,66,24,75,31,66,43,60,64,54,55,61,79,54,49,83,74,30,37,31,47,52,51,22,10,12,11,13,11
Serey Dií©,CDM,42.85714286,76.13636364,63.63636364,50,25,72,68,77,76,79,89,72,58,76,60,75,56,72,68,73,68,86,75,80,78,80,64,62,43,46,59,55,50,43,15,14,13,11,11
Riccardo Meggiorini,ST,50,77.27272727,59.09090909,50,50,78,76,22,24,28,45,76,80,23,74,78,62,72,54,78,78,76,76,74,78,76,73,70,76,60,70,60,73,70,5,6,6,6,5
Cheick Diabatí©,ST,78.57142857,88.63636364,45.45454545,25,50,73,68,21,15,17,83,77,80,19,56,80,49,68,59,50,53,70,92,50,41,68,79,81,77,69,56,48,80,77,8,6,6,10,8
Dmitriy Tarasov,CDM,73.80952381,84.09090909,54.54545455,50,25,73,71,77,73,75,85,69,59,76,65,74,59,76,73,63,65,75,84,43,62,75,78,64,48,66,42,50,52,38,11,15,12,9,10
Franco Di Santo,ST,76.19047619,88.63636364,40.90909091,50,50,78,76,22,23,30,76,75,76,38,67,73,60,71,57,66,78,72,77,59,67,61,75,79,74,72,70,49,75,80,10,7,10,10,9
Matt Ritchie,RM,28.57142857,69.31818182,40.90909091,75,50,75,76,56,53,57,69,73,74,46,74,68,76,71,66,78,76,81,59,84,74,72,38,76,73,77,72,65,65,75,14,15,11,8,13
Diego í‰ngelo,CB,73.80952381,84.09090909,59.09090909,25,25,62,60,78,74,78,75,65,57,78,57,59,70,68,66,54,52,75,86,33,32,34,78,84,52,72,63,77,59,28,9,10,16,7,15
Andrea Poli,CM,47.61904762,68.18181818,40.90909091,50,50,79,77,56,60,60,71,72,69,69,78,69,68,80,74,77,77,77,69,74,75,68,56,70,61,71,72,68,68,69,5,5,5,5,5
MichaÅ‰ Pazdan,CB,47.61904762,77.27272727,50,100,25,63,49,80,72,73,92,73,45,74,65,69,53,66,64,70,50,74,80,69,63,80,70,64,35,55,48,41,31,41,16,15,6,13,12
Maurí_cio,CDM,45.23809524,70.45454545,45.45454545,75,50,81,77,76,74,75,70,72,73,70,75,74,65,82,77,77,72,76,68,69,74,83,66,76,65,79,77,78,70,70,15,11,14,8,6
Marcelo Larrondo,ST,71.42857143,82.95454545,45.45454545,50,50,75,72,22,18,24,76,74,78,20,76,69,50,77,54,54,68,72,78,39,61,77,83,74,78,57,67,41,75,66,8,10,13,8,10
Kolbeinn Sigí_í_rsson,ST,59.52380952,79.54545455,40.90909091,50,25,69,66,30,32,46,63,74,77,40,63,74,48,63,60,66,69,75,82,55,58,70,85,79,77,68,53,54,71,71,14,6,10,16,12
Lamine Koní©,CB,59.52380952,82.95454545,45.45454545,25,25,62,46,71,69,78,81,71,54,75,45,64,60,60,50,55,66,71,90,48,51,63,78,55,34,29,39,28,31,29,10,6,15,12,13
Gregory van der Wiel,RB,52.38095238,67.04545455,50,50,50,76,75,73,75,75,75,78,74,69,71,72,78,75,71,81,81,75,74,69,74,83,69,74,60,68,55,22,43,57,6,11,7,15,7
Gottardi,GK,76.19047619,81.81818182,59.09090909,50,0,17,15,17,12,13,34,74,13,22,58,43,13,18,13,43,40,35,69,40,48,62,19,18,11,12,15,18,16,12,79,78,69,72,75
Simon Terodde,ST,73.80952381,82.95454545,50,75,25,73,61,11,19,40,74,76,79,23,58,74,50,69,40,64,74,67,84,56,54,65,78,79,80,69,38,44,55,74,16,8,15,9,8
Nils Petersen,ST,64.28571429,85.22727273,45.45454545,100,25,71,64,30,21,29,60,80,81,32,58,82,56,63,49,59,63,68,75,56,65,66,82,78,79,63,54,45,77,79,13,11,15,7,7
Giovanni Sio,ST,45.23809524,68.18181818,40.90909091,50,50,75,75,17,12,18,75,71,75,18,73,69,69,74,68,79,86,80,73,74,82,70,70,76,78,74,73,70,72,73,15,15,10,9,16
Marc Albrighton,LM,30.95238095,64.77272727,40.90909091,50,50,76,77,41,45,47,73,70,72,56,74,66,83,72,68,80,78,85,61,77,79,60,42,71,69,67,82,71,60,72,15,15,8,9,14
Ciaran Clark,CB,64.28571429,75,40.90909091,25,25,63,53,75,80,77,82,72,50,75,51,76,39,64,63,62,67,70,76,51,59,73,79,71,43,54,52,43,55,62,14,14,12,7,12
Mí‚rgim Mavraj,CB,66.66666667,84.09090909,54.54545455,50,25,63,36,78,76,81,74,69,20,69,49,70,47,65,45,50,53,63,79,47,53,74,77,45,25,26,43,53,51,33,14,11,8,10,10
Sebastian De Maio,CB,69.04761905,90.90909091,54.54545455,50,25,43,28,79,77,78,77,68,19,75,34,55,11,54,42,65,68,68,92,45,53,84,74,51,20,37,23,39,46,20,11,6,5,5,7
Marcelo Martins,ST,61.9047619,81.81818182,50,75,50,71,70,22,23,24,71,73,82,24,67,75,58,69,55,64,61,66,79,58,67,70,79,80,79,71,57,57,76,71,12,8,9,8,15
Rhodolfo,CB,76.19047619,84.09090909,54.54545455,50,25,61,54,77,79,78,79,72,47,76,44,68,47,68,65,39,40,69,85,32,33,34,77,65,48,56,45,57,51,53,8,15,8,10,16
Dejan DamjanoviÛˆ,ST,61.9047619,80.68181818,77.27272727,75,50,72,68,20,23,21,70,73,76,35,73,62,61,68,54,78,77,65,85,63,77,79,80,78,75,75,63,66,72,74,15,6,10,14,14
Eren Derdiyok,ST,71.42857143,93.18181818,45.45454545,50,50,71,68,12,18,31,46,71,80,26,75,70,60,71,63,49,53,56,89,50,58,69,85,79,77,75,60,64,67,78,7,6,9,14,12
Thomas Kraft,GK,61.9047619,77.27272727,45.45454545,75,0,21,13,13,20,19,40,74,13,20,25,48,14,35,28,49,52,35,68,39,45,73,13,23,14,16,11,12,18,13,65,80,54,75,84
Damien Da Silva,CB,54.76190476,81.81818182,45.45454545,75,25,68,42,75,76,77,82,64,39,78,40,65,49,69,51,54,68,63,75,61,60,73,75,28,25,41,28,31,43,36,16,6,12,8,11
Emiliano Insí_a,LB,45.23809524,78.40909091,45.45454545,25,50,74,73,76,77,77,79,74,70,78,67,76,78,76,73,68,63,79,79,69,69,72,72,85,50,76,59,68,66,64,8,11,9,10,16
Erik Pieters,LB,50,86.36363636,45.45454545,25,25,73,64,77,81,80,85,71,61,76,62,67,64,75,64,67,69,78,76,57,65,68,73,51,32,36,67,56,65,34,12,16,8,15,10
Sergio Síçnchez,CB,57.14285714,75,54.54545455,25,25,69,44,80,75,77,76,71,60,79,60,70,69,63,60,66,67,79,79,60,68,72,71,59,53,41,35,30,47,51,12,12,6,15,11
Nabil Dirar,RM,61.9047619,81.81818182,59.09090909,75,50,79,82,43,32,33,70,69,70,44,69,76,77,77,67,81,82,71,76,65,78,74,47,70,65,68,72,62,52,62,15,6,8,8,13
Ludovic Baal,LB,35.71428571,73.86363636,54.54545455,50,25,69,64,75,72,76,75,68,34,73,59,64,71,73,65,78,85,90,68,73,67,67,66,50,44,58,53,50,66,56,14,12,10,13,16
Bojan JokiÛç,LB,35.71428571,73.86363636,54.54545455,50,25,74,62,75,78,73,81,69,60,74,55,75,80,76,69,75,74,77,76,76,71,81,65,68,48,61,62,59,49,56,8,16,14,15,14
Simone Missiroli,CM,71.42857143,76.13636364,54.54545455,50,50,77,74,60,63,72,63,75,75,75,74,67,68,78,73,67,68,78,62,41,64,64,60,68,66,61,68,60,64,66,12,5,14,13,14
Yeom Ki Hun,LM,50,77.27272727,72.72727273,50,50,73,72,24,22,23,55,72,77,63,77,73,84,78,74,71,75,74,78,62,75,77,55,80,71,72,84,85,72,63,12,7,7,6,11
Jozy Altidore,ST,52.38095238,78.40909091,40.90909091,75,50,71,72,26,27,34,84,68,75,32,72,70,39,70,59,69,69,74,86,46,75,73,76,81,76,70,66,69,75,69,12,16,14,9,12
Gonzalo Castro,LM,35.71428571,68.18181818,63.63636364,50,50,80,82,23,37,42,53,80,79,40,73,77,76,72,58,75,71,60,57,81,76,68,55,72,68,69,72,69,64,63,10,9,15,16,14
Adriíçn,ST,52.38095238,71.59090909,50,50,50,84,82,21,16,19,58,75,78,32,71,59,60,73,55,77,75,66,68,64,77,74,68,74,74,69,76,57,67,74,6,13,12,14,15
Joselu,ST,73.80952381,79.54545455,40.90909091,50,50,76,75,17,15,24,57,74,78,19,68,53,58,70,49,65,67,68,76,53,69,61,81,78,74,73,76,71,72,75,15,11,8,11,7
Keiren Westwood,GK,64.28571429,86.36363636,63.63636364,75,0,22,20,20,19,20,38,66,15,22,41,47,20,28,23,50,45,25,78,48,58,61,20,24,11,20,11,12,31,14,75,77,70,73,79
Jonas Lí_ssl,GK,80.95238095,88.63636364,45.45454545,25,0,19,15,12,15,13,17,72,10,20,49,30,14,30,34,29,34,25,67,30,32,51,17,22,12,15,14,13,12,11,74,73,73,79,77
Mikel Gonzalez,CB,69.04761905,78.40909091,59.09090909,75,25,54,44,80,79,81,78,70,42,73,40,70,52,63,53,36,33,59,86,34,34,64,74,62,33,31,44,50,49,41,10,12,6,16,14
Paul Aguilar,RB,45.23809524,64.77272727,59.09090909,50,25,71,68,73,75,73,75,69,60,72,63,75,76,70,70,87,85,90,67,67,72,82,68,70,59,74,67,51,57,64,12,7,14,10,8
Aythami Artiles,CB,54.76190476,77.27272727,54.54545455,50,25,58,45,77,72,81,79,68,42,73,39,57,45,73,71,33,50,74,80,56,56,76,75,38,43,37,44,41,36,47,9,6,6,14,11
Scott Sinclair,LM,28.57142857,60.22727273,45.45454545,25,75,77,79,19,28,30,45,62,75,45,67,69,72,72,50,89,88,81,57,80,88,64,68,74,75,65,69,69,82,65,13,13,10,11,15
Hugo Rodallega,ST,47.61904762,70.45454545,59.09090909,50,50,75,75,28,33,38,54,71,75,44,69,72,69,69,60,77,80,77,70,75,79,90,74,76,76,72,74,71,74,71,8,6,8,8,9
Mikhail Kerzhakov,GK,71.42857143,81.81818182,54.54545455,50,0,22,12,15,20,19,21,72,18,16,40,54,20,23,26,38,33,32,76,31,28,52,16,15,12,14,19,15,24,11,77,75,73,76,74
Alan Kasaev,LM,30.95238095,75,54.54545455,75,75,76,78,26,28,32,58,77,74,34,73,73,73,76,72,82,81,58,65,81,76,53,57,70,72,68,72,61,63,68,13,9,15,11,12
Brad Jones,GK,78.57142857,75,77.27272727,25,0,22,18,11,13,13,40,75,17,23,30,52,19,28,18,52,55,40,72,30,25,70,11,24,17,11,13,12,35,11,76,75,72,74,75
Doka,LM,40.47619048,68.18181818,63.63636364,50,50,77,79,31,28,33,61,67,74,29,71,76,76,75,70,79,82,74,59,84,78,70,56,81,69,79,73,71,63,69,9,12,9,15,11
Eduardo,GK,64.28571429,86.36363636,72.72727273,50,0,32,11,13,20,20,28,70,11,24,42,53,13,22,32,46,44,20,72,58,60,75,12,38,20,18,11,14,37,11,78,75,71,74,76
Jonathan Orozco,GK,54.76190476,78.40909091,54.54545455,75,0,25,24,14,20,15,41,73,13,12,69,66,12,48,49,59,60,30,68,63,69,83,12,24,14,12,14,14,24,14,75,77,83,73,72
Rolando,CB,66.66666667,76.13636364,59.09090909,25,25,63,57,75,74,81,76,64,45,77,47,63,44,68,65,48,46,62,83,37,36,68,75,62,20,48,46,50,48,37,6,14,16,8,15
Marvin Matip,CB,54.76190476,82.95454545,59.09090909,25,25,61,46,73,73,76,80,75,41,77,48,73,49,67,63,68,74,66,77,60,65,86,80,66,39,47,42,47,44,34,14,10,16,16,13
Ní©stor Ortigoza,CM,45.23809524,77.27272727,63.63636364,50,25,82,64,63,55,58,82,81,65,68,84,85,62,85,84,49,36,54,86,60,55,35,61,74,46,51,56,67,90,34,16,12,14,10,14
Julio Alberto Barroso,CB,33.33333333,69.31818182,63.63636364,50,25,67,43,80,75,77,51,76,44,75,59,72,51,65,64,73,72,77,81,69,63,90,76,64,43,52,25,55,70,46,9,11,8,16,10
Oribe Peralta,ST,42.85714286,73.86363636,68.18181818,75,50,75,72,22,39,35,78,75,80,42,69,80,62,70,64,69,73,68,77,64,79,81,74,73,77,68,66,56,73,74,7,14,9,15,10
Aaron Hunt,CAM,52.38095238,71.59090909,54.54545455,50,50,78,77,28,35,34,59,78,75,55,74,77,77,77,69,74,68,68,65,72,76,63,63,75,71,74,77,76,81,75,16,15,7,12,15
Guillaume Hoarau,ST,73.80952381,79.54545455,68.18181818,25,50,71,70,45,35,53,63,76,80,34,69,76,66,74,62,55,58,65,86,34,59,62,81,72,80,68,66,54,81,73,1,1,1,1,1
Josí© de Jesí_s Corona,GK,54.76190476,84.09090909,81.81818182,50,0,23,13,12,12,13,11,73,15,23,43,67,17,33,33,47,41,25,60,60,65,79,13,23,15,17,14,12,23,12,76,75,72,80,73
Alexandr Belenov,GK,85.71428571,92.04545455,54.54545455,50,0,14,14,18,11,14,35,70,17,21,37,56,11,16,23,54,77,34,62,28,44,71,11,17,11,15,12,13,19,15,78,75,71,69,82
íóngel Rangel,RB,45.23809524,81.81818182,72.72727273,50,50,75,73,78,77,80,68,75,65,82,71,80,80,70,71,64,55,75,76,55,68,75,76,66,56,59,63,57,59,43,6,13,8,16,6
Jean-Louis Leca,GK,45.23809524,73.86363636,59.09090909,50,0,25,13,10,12,14,51,67,11,22,27,29,12,22,24,40,41,24,62,45,44,58,13,16,11,13,13,12,14,11,76,76,68,75,80
Jaroslav Drobní_,GK,73.80952381,90.90909091,86.36363636,25,0,22,15,14,13,13,23,76,8,14,23,42,13,35,33,35,38,28,69,35,39,52,12,22,14,15,12,12,24,19,78,75,47,77,76
Vladimir Gabulov,GK,69.04761905,82.95454545,68.18181818,25,0,24,14,11,17,11,37,74,18,22,47,48,19,29,20,58,55,38,70,53,50,69,12,16,13,12,20,11,18,13,77,75,76,73,76
Andrí©s Ferníçndez,GK,54.76190476,86.36363636,54.54545455,50,0,18,14,11,15,14,40,75,14,26,41,53,17,35,40,58,55,43,74,65,57,82,12,22,13,22,24,12,21,23,72,80,68,71,79
Yalí_Û±n Ayhan,CB,73.80952381,81.81818182,72.72727273,25,25,60,46,76,74,78,86,68,21,76,31,71,31,60,45,44,46,66,87,32,34,33,80,42,32,25,32,38,36,23,11,6,8,13,8
BoÅçtjan Cesar,CB,71.42857143,89.77272727,72.72727273,50,25,58,54,81,74,78,70,66,20,80,25,75,20,54,54,34,54,55,91,34,30,72,74,47,14,32,24,27,46,28,12,10,5,9,12
Leonardo Ponzio,CDM,30.95238095,69.31818182,77.27272727,50,25,74,65,79,77,76,80,78,69,76,69,73,67,75,74,66,48,73,68,67,75,77,65,79,47,70,57,70,70,41,14,16,10,9,12
Marc Janko,ST,83.33333333,94.31818182,68.18181818,25,25,72,61,28,22,37,71,75,84,26,58,65,49,58,37,49,53,63,92,41,48,31,81,78,80,73,53,53,81,74,16,8,7,15,8
Marco Storari,GK,61.9047619,75,100,25,0,20,21,11,11,14,31,69,11,14,54,65,14,32,35,49,39,39,63,63,59,75,21,21,12,14,11,12,10,12,75,78,66,76,78
Daniele Gastaldello,CB,57.14285714,76.13636364,68.18181818,50,25,56,54,80,74,80,74,70,30,82,46,76,34,56,64,52,54,66,78,57,46,82,74,49,35,39,37,23,41,33,5,6,8,8,10
Giampaolo Pazzini,ST,45.23809524,76.13636364,63.63636364,50,25,74,64,16,20,22,70,70,86,20,58,78,50,65,40,67,69,56,66,78,73,93,88,68,83,40,63,40,85,80,5,5,5,5,3
Hasan Ali KaldÛ±rÛ±m,LB,52.38095238,73.86363636,40.90909091,25,50,75,72,76,74,75,74,74,66,72,58,72,73,75,74,82,80,82,64,78,76,70,60,73,52,68,78,32,40,42,16,7,10,10,6
Ersan Gí_lí_m,CB,57.14285714,85.22727273,50,25,25,58,60,72,71,79,87,76,39,77,44,65,48,67,65,67,54,83,86,53,59,80,72,70,48,55,30,44,49,38,14,7,13,9,16
Marco Borriello,ST,57.14285714,75,72.72727273,25,25,75,69,18,20,24,58,70,80,24,62,80,55,68,45,60,66,61,78,60,68,78,80,80,80,50,61,64,74,70,8,6,11,6,11
Kolo Tourí©,CB,40.47619048,75,81.81818182,50,25,62,53,73,77,76,83,62,46,73,57,70,41,70,65,63,65,66,84,67,31,72,76,73,56,66,60,65,57,36,14,7,8,12,15
Gareth McAuley,CB,80.95238095,89.77272727,86.36363636,50,25,66,27,77,69,81,79,75,45,76,52,65,49,53,51,50,34,67,79,33,34,72,83,44,50,30,39,33,49,23,10,6,12,11,13
Artur Boruc,GK,76.19047619,87.5,86.36363636,50,0,18,14,13,20,20,38,72,17,25,40,65,12,25,34,37,39,31,69,40,40,73,11,21,11,15,13,19,21,13,74,75,62,72,82
Matthias Lehmann,CDM,42.85714286,73.86363636,68.18181818,50,25,73,65,68,72,74,76,74,58,77,74,74,66,79,74,42,34,76,73,71,66,75,65,75,58,71,70,71,78,56,11,12,16,14,13
Ludovic Butelle,GK,69.04761905,86.36363636,68.18181818,50,0,23,11,11,11,11,40,68,15,25,43,17,11,31,23,49,53,31,77,28,40,74,13,24,11,12,10,15,22,12,73,80,65,77,75
Emiliano Moretti,CB,50,78.40909091,77.27272727,50,25,64,49,78,74,78,74,71,31,85,31,76,51,59,59,55,55,55,75,65,51,75,74,56,16,39,55,33,49,27,11,9,10,10,15
Jonas Olsson,CB,76.19047619,84.09090909,72.72727273,50,25,64,47,74,70,72,82,80,50,81,55,66,60,70,61,46,50,62,82,42,34,65,80,61,56,57,59,60,51,50,14,9,16,12,11
James Collins,CB,76.19047619,90.90909091,68.18181818,50,25,59,38,74,77,78,85,70,34,75,54,63,38,59,65,47,34,67,85,34,33,62,81,70,38,51,29,64,51,36,15,15,10,12,11
Nick Rimando,GK,40.47619048,82.95454545,86.36363636,75,0,38,20,12,13,12,31,76,17,25,67,72,24,39,39,58,59,41,62,57,59,70,13,25,17,15,20,24,35,12,74,72,74,73,79
Dario Dainelli,CB,71.42857143,77.27272727,86.36363636,50,25,55,50,81,74,78,69,70,16,85,25,75,28,56,64,30,34,55,78,34,30,74,76,69,22,30,40,31,30,19,13,6,14,12,10
Maarten Stekelenburg,GK,85.71428571,93.18181818,72.72727273,75,0,31,12,18,14,15,41,73,13,26,41,63,18,39,37,35,45,30,77,27,35,55,14,13,11,11,13,13,23,11,74,78,81,73,76
Paolo Cannavaro,CB,57.14285714,82.95454545,77.27272727,50,25,60,45,77,76,77,78,68,35,80,50,69,39,62,68,34,34,49,76,50,60,80,78,72,30,51,24,24,47,33,14,14,5,8,5
Raphinha,LM,35.71428571,63.63636364,9.090909091,50,75,78,80,24,15,25,70,68,72,38,70,68,72,67,56,85,80,76,40,82,86,35,28,75,70,60,70,54,56,60,8,8,13,7,14
Federico Ricca,LB,42.85714286,70.45454545,18.18181818,50,50,69,52,72,78,77,81,72,43,73,42,45,71,69,56,74,73,78,64,66,55,55,70,40,30,34,32,40,38,24,6,13,8,13,8
Maurí_cio Antí_nio,CB,52.38095238,81.81818182,31.81818182,50,25,51,46,74,70,74,78,74,23,75,32,45,35,68,65,66,64,62,78,56,46,85,78,45,27,22,30,29,43,30,6,10,14,9,15
Nicholas Aldair,ST,61.9047619,80.68181818,31.81818182,50,75,75,72,38,46,37,67,72,72,40,69,83,66,74,58,59,77,83,77,60,63,69,72,78,75,73,63,59,74,74,11,7,7,11,14
Luimo Boas Santos,ST,35.71428571,71.59090909,50,75,50,76,71,25,19,20,43,79,77,20,64,73,42,65,56,68,77,64,67,69,78,82,73,75,75,74,79,60,74,76,10,9,8,12,9
Adilson Edrada,CAM,35.71428571,70.45454545,31.81818182,50,75,73,75,31,44,32,43,66,76,38,77,67,63,76,58,79,82,55,59,78,81,69,56,61,73,73,61,66,76,68,11,12,12,16,13
Kaí_quí£o Castro,GK,69.04761905,88.63636364,68.18181818,25,0,21,9,10,10,10,55,72,31,31,71,67,9,23,22,34,38,41,81,41,31,67,10,23,8,7,8,7,21,9,72,77,61,76,73
Melvin Parrela,CDM,64.28571429,88.63636364,50,50,25,73,71,67,75,74,82,77,67,68,72,76,52,74,72,62,78,85,82,69,67,71,73,75,68,70,64,68,72,67,9,15,16,7,8
Juli Freitinho,CB,73.80952381,92.04545455,50,50,25,63,51,76,75,74,82,62,67,66,42,71,54,73,43,41,51,57,91,38,32,58,77,46,44,45,52,50,63,35,13,11,14,15,12
Simí£o Donatinho,GK,64.28571429,81.81818182,68.18181818,25,0,25,12,10,13,10,42,75,8,15,58,61,12,20,20,41,46,32,60,48,58,69,12,20,10,14,20,10,29,11,75,76,77,70,75
Kasper Dolberg,ST,61.9047619,81.81818182,4.545454545,75,50,78,74,20,19,24,52,67,73,21,68,74,42,68,54,73,78,63,79,67,68,72,68,85,75,77,67,70,71,68,9,7,13,15,7
Presnel Kimpembe,CB,52.38095238,69.31818182,13.63636364,25,25,62,53,77,79,77,72,68,34,77,31,72,30,65,46,73,72,65,72,65,66,75,69,47,25,27,28,32,43,28,15,7,14,8,9
David Garcí_a,CB,57.14285714,70.45454545,22.72727273,50,25,75,61,70,73,75,80,70,58,77,52,55,53,73,66,58,66,75,71,64,51,78,76,43,35,25,33,38,43,37,7,11,7,16,8
Lucas Torreira,CM,16.66666667,61.36363636,13.63636364,50,50,78,74,60,67,73,78,73,65,74,73,75,67,79,76,79,75,79,64,93,85,31,32,62,50,59,62,32,48,50,7,5,13,5,9
Erdem Å_en,CDM,45.23809524,73.86363636,45.45454545,50,25,73,70,76,73,77,72,70,65,81,58,63,61,75,67,67,66,78,77,65,64,61,69,71,65,72,62,68,65,61,14,10,13,14,15
Afonso Figueiredo,LB,19.04761905,60.22727273,27.27272727,50,25,74,71,73,78,76,74,75,61,76,49,68,70,69,61,79,77,75,56,87,81,70,65,75,31,34,67,37,45,35,14,12,11,8,7
Alexis Blin,CDM,54.76190476,77.27272727,9.090909091,50,25,72,72,75,74,75,70,74,60,76,71,64,58,76,68,63,63,79,71,68,62,66,56,60,52,55,65,46,51,48,10,13,8,6,8
Thomas Tourí©,CAM,33.33333333,75,22.72727273,50,75,75,75,41,35,42,69,69,73,46,74,69,69,75,63,79,80,69,67,73,82,70,67,69,68,72,76,68,66,70,12,10,9,14,8
Godfred Donsah,CM,33.33333333,68.18181818,9.090909091,25,25,78,76,60,68,68,74,72,62,62,74,74,74,78,76,84,78,88,74,86,82,78,56,80,58,72,68,60,60,58,7,14,7,12,12
Raí_l,CB,66.66666667,82.95454545,40.90909091,50,25,57,46,75,70,74,90,68,43,74,39,64,56,65,62,54,51,72,82,57,59,68,75,65,41,60,37,43,51,25,13,10,7,9,12
Lovre KaliniÛˆ,GK,95.23809524,90.90909091,36.36363636,25,0,25,17,13,17,17,37,72,7,24,29,55,15,22,19,30,35,32,68,22,25,69,15,25,12,19,18,13,22,15,74,78,64,72,77
Lí©o Bonatini,ST,57.14285714,79.54545455,22.72727273,75,50,75,72,32,31,28,67,70,74,33,61,73,65,61,56,76,74,67,75,60,69,72,70,79,76,74,69,63,71,70,10,15,8,12,15
